PO_ID,Supplier,Order_Date,Delivery_Date,Item_Category,Order_Status,Quantity,Unit_Price,Negotiated_Price,Defective_Units,Compliance,Delivery_Delay_Days,Discount_Percent,Defect_Rate,Total_Spend
PO-00167,Delta_Logistics,2023-06-04,2023-06-17,Electronics,Delivered,148,103.57,98.62,23.0,No,13.0,4.779376267258848,0.1554054054054054,14595.76
PO-00168,Delta_Logistics,2022-04-19,2022-04-24,MRO,Delivered,733,23.59,22.85,92.0,Yes,5.0,3.136922424756246,0.12551159618008187,16749.05
PO-00169,Beta_Supplies,2023-10-03,2023-10-05,Raw Materials,Delivered,1945,103.2,88.56,0.0,Yes,2.0,14.186046511627906,0.0,172249.2
PO-00170,Gamma_Co,2022-11-02,2022-11-21,Raw Materials,Delivered,775,57.0,49.14,48.0,Yes,19.0,13.789473684210526,0.06193548387096774,38083.5
PO-00171,Delta_Logistics,2023-10-17,2023-10-21,Packaging,Delivered,1620,36.73,33.45,235.0,No,4.0,8.930029948271152,0.14506172839506173,54189.00000000001
PO-00172,Beta_Supplies,2023-06-04,2023-06-19,Office Supplies,Delivered,1010,55.68,50.86,0.0,Yes,15.0,8.6566091954023,0.0,51368.6
PO-00173,Epsilon_Group,2023-09-16,2023-10-01,Office Supplies,Delivered,1812,108.02,101.02,51.0,Yes,15.0,6.480281429364933,0.028145695364238412,183048.24
PO-00174,Delta_Logistics,2022-07-23,2022-07-28,Office Supplies,Delivered,662,55.97,50.0,100.0,Yes,5.0,10.666428443809181,0.1510574018126888,33100.0
PO-00175,Beta_Supplies,2022-06-06,2022-06-11,Office Supplies,Pending,1535,40.58,38.71,165.0,Yes,5.0,4.608181370133065,0.10749185667752444,59419.85
PO-00176,Beta_Supplies,2023-01-18,2023-01-27,Raw Materials,Delivered,692,71.03,67.74,70.0,Yes,9.0,4.631845699000431,0.10115606936416185,46876.079999999994
PO-00177,Gamma_Co,2022-06-15,2022-06-28,MRO,Delivered,1842,32.4,28.08,96.0,Yes,13.0,13.333333333333336,0.05211726384364821,51723.35999999999
PO-00178,Beta_Supplies,2023-07-07,2023-07-18,Office Supplies,Cancelled,1078,18.34,17.41,102.0,Yes,11.0,5.070883315158123,0.09461966604823747,18767.98
PO-00179,Delta_Logistics,2023-06-28,2023-07-16,Packaging,Delivered,1291,23.44,22.23,0.0,Yes,18.0,5.162116040955635,0.0,28698.93
PO-00180,Alpha_Inc,2022-01-01,2022-01-12,Electronics,Delivered,552,21.52,18.79,13.0,Yes,11.0,12.68587360594796,0.02355072463768116,10372.08
PO-00181,Epsilon_Group,2023-09-06,2023-09-22,Electronics,Delivered,816,26.04,25.61,28.0,Yes,16.0,1.651305683563747,0.03431372549019608,20897.76
PO-00182,Delta_Logistics,2022-11-28,2022-11-30,Packaging,Delivered,447,23.62,21.81,50.0,Yes,2.0,7.662997459779857,0.11185682326621924,9749.07
PO-00183,Delta_Logistics,2023-05-16,2023-05-24,Packaging,Partially Delivered,920,73.09,70.14,0.0,Yes,8.0,4.036119852236972,0.0,64528.8
PO-00184,Epsilon_Group,2022-01-20,2022-01-30,Packaging,Partially Delivered,844,26.37,25.08,38.0,Yes,10.0,4.891922639362923,0.045023696682464455,21167.519999999997
PO-00185,Epsilon_Group,2022-04-25,,MRO,Delivered,442,41.73,36.45,15.0,Yes,,12.652767792954695,0.033936651583710405,16110.900000000001
PO-00186,Beta_Supplies,2023-01-07,2023-01-21,Electronics,Cancelled,256,96.15,83.44,26.0,Yes,14.0,13.218928757150294,0.1015625,21360.64
PO-00187,Delta_Logistics,2022-11-11,,MRO,Partially Delivered,1088,55.29,53.04,161.0,No,,4.0694519804666305,0.1479779411764706,57707.52
PO-00188,Beta_Supplies,2022-09-03,2022-09-07,Office Supplies,Delivered,1931,72.88,64.69,187.0,Yes,4.0,11.237650933040612,0.09684101501812532,124916.39
PO-00189,Gamma_Co,2022-03-01,2022-03-11,Electronics,Delivered,1627,25.76,25.09,74.0,Yes,10.0,2.60093167701864,0.04548248309772587,40821.43
PO-00190,Beta_Supplies,2022-09-04,,Packaging,Delivered,941,28.4,27.21,0.0,No,,4.190140845070415,0.0,25604.61
PO-00191,Gamma_Co,2023-08-04,2023-08-06,MRO,Delivered,1534,14.98,12.79,0.0,Yes,2.0,14.619492656875844,0.0,19619.859999999997
PO-00192,Alpha_Inc,2022-03-22,2022-04-03,Raw Materials,Delivered,1764,25.46,24.52,46.0,Yes,12.0,3.6920659858601774,0.026077097505668934,43253.28
PO-00193,Delta_Logistics,2022-03-29,2022-04-06,Electronics,Delivered,1648,35.42,31.46,0.0,No,8.0,11.180124223602487,0.0,51846.08
PO-00194,Gamma_Co,2023-05-13,2023-06-01,Packaging,Delivered,913,28.01,24.06,53.0,Yes,19.0,14.102106390574804,0.05805038335158817,21966.78
PO-00195,Alpha_Inc,2022-03-12,2022-03-18,Packaging,Cancelled,792,18.16,17.25,17.0,Yes,6.0,5.011013215859031,0.021464646464646464,13662.0
PO-00196,Epsilon_Group,2023-06-30,2023-07-03,Office Supplies,Partially Delivered,1314,22.63,21.06,44.0,Yes,3.0,6.93769332744145,0.0334855403348554,27672.839999999997
PO-00197,Beta_Supplies,2022-05-09,2022-05-22,MRO,Delivered,613,52.5,45.19,70.0,Yes,13.0,13.923809523809528,0.11419249592169657,27701.469999999998
PO-00198,Alpha_Inc,2022-05-12,2022-05-20,Office Supplies,Delivered,1070,29.14,26.63,24.0,Yes,8.0,8.613589567604672,0.022429906542056073,28494.1
PO-00199,Gamma_Co,2023-11-07,2023-11-26,Raw Materials,Partially Delivered,145,47.49,42.76,6.0,Yes,19.0,9.95999157717415,0.041379310344827586,6200.2
PO-00200,Delta_Logistics,2023-05-02,2023-05-17,Raw Materials,Delivered,1973,59.73,54.95,291.0,Yes,15.0,8.002678720910755,0.14749113025848962,108416.35
PO-00201,Epsilon_Group,2023-07-17,2023-08-01,Office Supplies,Delivered,1807,78.63,73.08,100.0,Yes,15.0,7.058374666157952,0.05534034311012728,132055.56
PO-00202,Epsilon_Group,2022-06-19,2022-06-20,Electronics,Delivered,534,13.88,12.51,100.0,Yes,1.0,9.870317002881851,0.18726591760299627,6680.34
PO-00203,Alpha_Inc,2022-09-29,2022-10-14,Electronics,Delivered,1480,85.22,75.48,100.0,Yes,15.0,11.42924196198075,0.06756756756756757,111710.40000000001
PO-00204,Alpha_Inc,2023-06-25,,Office Supplies,Delivered,280,72.16,62.38,100.0,Yes,,13.553215077605312,0.35714285714285715,17466.4
PO-00205,Beta_Supplies,2023-09-14,2023-09-20,Office Supplies,Cancelled,798,19.09,17.76,100.0,Yes,6.0,6.966998428496586,0.12531328320802004,14172.480000000001
PO-00206,Epsilon_Group,2023-03-10,2023-03-22,Electronics,Delivered,1728,94.83,90.2,100.0,Yes,12.0,4.88242117473373,0.05787037037037037,155865.6
PO-00207,Epsilon_Group,2022-08-05,,MRO,Delivered,1244,96.13,84.78,43.0,Yes,,11.806928118173301,0.03456591639871383,105466.32
PO-00208,Beta_Supplies,2023-07-07,2023-07-21,Office Supplies,Delivered,590,16.89,15.56,46.0,No,14.0,7.874481941977502,0.07796610169491526,9180.4
PO-00209,Delta_Logistics,2023-12-08,2023-12-23,Packaging,Delivered,1109,38.93,33.33,152.0,Yes,15.0,14.384793218597485,0.13706041478809738,36962.97
PO-00210,Beta_Supplies,2022-07-25,2022-08-01,MRO,Delivered,574,85.03,82.55,54.0,Yes,7.0,2.9166176643537622,0.09407665505226481,47383.7
PO-00211,Gamma_Co,2024-01-01,,Office Supplies,Delivered,1233,86.62,76.59,65.0,Yes,,11.579311937196952,0.05271695052716951,94435.47
PO-00212,Gamma_Co,2022-11-16,2022-11-20,Packaging,Delivered,1912,27.94,25.59,83.0,No,4.0,8.410880458124558,0.043410041841004186,48928.08
PO-00213,Alpha_Inc,2023-02-13,2023-03-04,Packaging,Delivered,1772,30.72,27.76,46.0,No,19.0,9.635416666666659,0.025959367945823927,49190.72
PO-00214,Beta_Supplies,2023-11-19,2023-11-29,Office Supplies,Delivered,1316,48.11,41.9,135.0,Yes,10.0,12.90791935148618,0.10258358662613981,55140.4
PO-00215,Beta_Supplies,2023-10-28,,Office Supplies,Delivered,1159,59.24,58.08,0.0,Yes,,1.9581363943281627,0.0,67314.72
PO-00216,Alpha_Inc,2023-01-18,2023-01-31,Office Supplies,Delivered,1869,69.58,67.5,31.0,Yes,13.0,2.9893647599885003,0.01658640984483681,126157.5
PO-00217,Delta_Logistics,2023-03-25,2023-04-13,Packaging,Delivered,627,46.23,42.87,0.0,Yes,19.0,7.2680077871512,0.0,26879.489999999998
PO-00218,Beta_Supplies,2023-06-14,2023-06-16,Raw Materials,Pending,731,56.02,54.78,70.0,No,2.0,2.2134951802927563,0.09575923392612859,40044.18
PO-00219,Epsilon_Group,2023-04-08,,Office Supplies,Cancelled,606,83.07,79.22,16.0,Yes,,4.634645479715896,0.026402640264026403,48007.32
PO-00220,Beta_Supplies,2022-05-04,2022-05-14,Office Supplies,Delivered,1647,13.57,12.33,157.0,Yes,10.0,9.13780397936625,0.09532483302975106,20307.51
PO-00221,Delta_Logistics,2022-09-11,2022-09-19,MRO,Delivered,1062,34.03,30.46,0.0,Yes,8.0,10.490743461651485,0.0,32348.52
PO-00222,Beta_Supplies,2022-08-19,2022-08-31,Office Supplies,Delivered,695,76.8,69.76,0.0,No,12.0,9.166666666666657,0.0,48483.200000000004
PO-00223,Epsilon_Group,2022-03-07,2022-03-14,MRO,Delivered,845,91.47,86.97,0.0,Yes,7.0,4.919645785503444,0.0,73489.65
PO-00224,Gamma_Co,2022-12-13,2022-12-18,MRO,Delivered,1101,59.13,52.51,54.0,Yes,5.0,11.195670556401158,0.04904632152588556,57813.509999999995
PO-00225,Gamma_Co,2022-01-22,2022-01-24,Raw Materials,Delivered,1693,57.89,49.84,88.0,Yes,2.0,13.905683192261181,0.05197873597164796,84379.12000000001
PO-00226,Delta_Logistics,2023-08-26,2023-09-10,Office Supplies,Cancelled,1629,21.51,19.41,250.0,No,15.0,9.762900976290103,0.1534683855125844,31618.89
PO-00227,Delta_Logistics,2023-07-22,2023-08-03,Raw Materials,Delivered,1413,54.79,50.42,0.0,Yes,12.0,7.975908012411019,0.0,71243.46
PO-00228,Epsilon_Group,2022-08-24,2022-08-27,Packaging,Delivered,1871,59.96,58.54,47.0,Yes,3.0,2.3682454969980014,0.02512025654730091,109528.34
PO-00229,Gamma_Co,2023-08-26,,Raw Materials,Delivered,1404,34.85,30.5,78.0,Yes,,12.482065997130563,0.05555555555555555,42822.0
PO-00230,Gamma_Co,2022-08-14,2022-08-28,Electronics,Delivered,1713,35.43,34.11,74.0,Yes,14.0,3.725656223539374,0.04319906596614127,58430.43
PO-00231,Gamma_Co,2022-01-08,2022-01-13,Electronics,Delivered,1579,43.96,43.41,74.0,Yes,5.0,1.2511373976342226,0.046865104496516784,68544.39
PO-00232,Gamma_Co,2022-03-14,2022-03-26,Electronics,Delivered,1421,11.92,11.72,76.0,Yes,12.0,1.6778523489932826,0.05348346235045742,16654.120000000003
PO-00233,Epsilon_Group,2023-12-26,2024-01-04,MRO,Delivered,1546,43.47,37.37,53.0,Yes,9.0,14.032666206579252,0.03428201811125485,57774.02
PO-00234,Delta_Logistics,2023-10-09,2023-10-18,Electronics,Delivered,1304,32.08,29.36,0.0,Yes,9.0,8.4788029925187,0.0,38285.44
PO-00235,Delta_Logistics,2022-03-02,,Raw Materials,Delivered,239,39.87,35.47,32.0,Yes,,11.035866566340605,0.13389121338912133,8477.33
PO-00236,Alpha_Inc,2022-08-23,,Office Supplies,Delivered,1298,21.51,20.83,0.0,Yes,,3.1613203161320462,0.0,27037.339999999997
PO-00237,Delta_Logistics,2022-03-11,,MRO,Delivered,1458,91.05,81.56,220.0,Yes,,10.422844590884123,0.15089163237311384,118914.48000000001
PO-00238,Gamma_Co,2022-02-02,2022-02-13,MRO,Delivered,1450,63.74,59.11,71.0,Yes,11.0,7.263884530906813,0.04896551724137931,85709.5
PO-00239,Beta_Supplies,2022-12-05,2022-12-20,Electronics,Delivered,1356,75.03,63.86,131.0,Yes,15.0,14.887378381980543,0.09660766961651918,86594.16
PO-00240,Gamma_Co,2022-03-14,,Packaging,Delivered,682,81.84,71.86,40.0,Yes,,12.194525904203328,0.05865102639296188,49008.52
PO-00241,Gamma_Co,2023-06-11,2023-06-19,Packaging,Delivered,677,59.52,55.29,39.0,Yes,8.0,7.106854838709683,0.05760709010339734,37431.33
PO-00242,Delta_Logistics,2022-09-01,2022-09-14,Office Supplies,Delivered,1022,18.54,16.55,150.0,Yes,13.0,10.733549083063638,0.14677103718199608,16914.100000000002
PO-00243,Alpha_Inc,2022-10-13,,Raw Materials,Delivered,1818,60.96,57.13,41.0,Yes,,6.282808398950128,0.022552255225522552,103862.34000000001
PO-00244,Epsilon_Group,2023-11-17,2023-11-29,Electronics,Delivered,1332,69.73,63.8,41.0,Yes,12.0,8.50423060375736,0.03078078078078078,84981.59999999999
PO-00245,Beta_Supplies,2023-05-13,2023-05-26,Raw Materials,Delivered,1432,83.26,77.67,174.0,Yes,13.0,6.713908239250545,0.12150837988826815,111223.44
PO-00246,Beta_Supplies,2022-08-08,2022-08-26,Packaging,Pending,759,50.56,46.47,63.0,No,18.0,8.089398734177223,0.08300395256916997,35270.729999999996
PO-00247,Alpha_Inc,2023-07-07,2023-07-19,Packaging,Delivered,1529,23.42,22.44,30.0,Yes,12.0,4.184457728437234,0.01962066710268149,34310.76
PO-00248,Gamma_Co,2022-05-16,2022-05-25,Electronics,Delivered,1484,36.25,31.8,61.0,Yes,9.0,12.275862068965516,0.04110512129380054,47191.200000000004
PO-00249,Epsilon_Group,2023-08-08,2023-08-20,Packaging,Delivered,698,46.73,45.61,15.0,Yes,12.0,2.39674727156002,0.02148997134670487,31835.78
PO-00250,Epsilon_Group,2023-08-14,2023-08-22,Packaging,Pending,367,74.61,71.36,13.0,Yes,8.0,4.355984452486262,0.035422343324250684,26189.12
PO-00251,Epsilon_Group,2023-04-30,2023-05-20,Office Supplies,Partially Delivered,1750,65.97,58.34,50.0,Yes,20.0,11.565863271183865,0.02857142857142857,102095.0
PO-00252,Delta_Logistics,2022-09-06,2022-09-24,Office Supplies,Partially Delivered,1298,43.73,37.21,0.0,No,18.0,14.909672993368389,0.0,48298.58
PO-00253,Gamma_Co,2023-04-30,2023-05-20,Packaging,Delivered,1892,106.2,96.37,93.0,Yes,20.0,9.256120527306965,0.04915433403805497,182332.04
PO-00254,Beta_Supplies,2023-02-21,2023-02-24,Electronics,Delivered,1307,68.71,60.64,141.0,Yes,3.0,11.745015281618388,0.10788064269319052,79256.48
PO-00255,Beta_Supplies,2022-07-14,2022-07-29,Electronics,Delivered,733,32.29,29.01,78.0,Yes,15.0,10.15794363580055,0.10641200545702592,21264.33
PO-00256,Gamma_Co,2022-04-07,,Packaging,Delivered,713,19.45,18.82,31.0,Yes,,3.23907455012853,0.043478260869565216,13418.66
PO-00257,Beta_Supplies,2022-04-10,2022-04-24,Packaging,Delivered,1900,24.11,23.45,188.0,Yes,14.0,2.737453338863543,0.09894736842105263,44555.0
PO-00258,Delta_Logistics,2023-11-06,2023-11-08,MRO,Cancelled,1447,35.67,35.07,224.0,No,2.0,1.6820857863751089,0.15480304077401522,50746.29
PO-00259,Epsilon_Group,2023-03-18,,Office Supplies,Delivered,1745,26.17,22.25,55.0,Yes,,14.978983568972112,0.03151862464183381,38826.25
PO-00260,Beta_Supplies,2022-12-29,2023-01-14,Office Supplies,Delivered,1681,28.26,26.62,143.0,Yes,16.0,5.803255484784149,0.08506841165972635,44748.22
PO-00261,Delta_Logistics,2023-03-10,2023-03-18,Electronics,Delivered,1545,38.15,36.96,214.0,Yes,8.0,3.1192660550458657,0.13851132686084142,57103.200000000004
PO-00262,Epsilon_Group,2023-02-25,2023-03-02,Raw Materials,Delivered,1306,27.27,25.96,39.0,Yes,5.0,4.803813714704799,0.02986217457886677,33903.76
PO-00263,Gamma_Co,2023-04-24,2023-05-06,Raw Materials,Delivered,1765,97.51,84.3,65.0,Yes,12.0,13.547328479130352,0.036827195467422094,148789.5
PO-00264,Gamma_Co,2022-02-25,2022-03-15,Packaging,Cancelled,1186,17.31,16.0,64.0,Yes,18.0,7.567879838243782,0.05396290050590219,18976.0
PO-00265,Delta_Logistics,2023-11-21,2023-11-26,Packaging,Delivered,1903,63.5,56.09,254.0,Yes,5.0,11.66929133858267,0.13347346295323173,106739.27
PO-00266,Delta_Logistics,2023-11-01,2023-11-05,MRO,Delivered,1570,52.1,47.87,0.0,No,4.0,8.119001919385804,0.0,75155.9
PO-00267,Delta_Logistics,2023-10-24,2023-11-13,MRO,Delivered,491,108.75,93.35,0.0,No,20.0,14.16091954022989,0.0,45834.85
PO-00268,Beta_Supplies,2022-04-11,2022-04-20,Electronics,Partially Delivered,613,20.38,20.17,58.0,Yes,9.0,1.03042198233561,0.09461663947797716,12364.210000000001
PO-00269,Gamma_Co,2022-03-04,2022-03-16,Raw Materials,Partially Delivered,1341,46.27,43.94,63.0,Yes,12.0,5.035660255024865,0.04697986577181208,58923.53999999999
PO-00270,Beta_Supplies,2023-02-17,2023-03-04,MRO,Partially Delivered,1583,103.57,89.38,164.0,Yes,15.0,13.700878632808728,0.10360075805432722,141488.53999999998
PO-00271,Beta_Supplies,2022-12-14,,Raw Materials,Cancelled,1880,92.73,90.78,173.0,Yes,,2.102879327078618,0.09202127659574467,170666.4
PO-00272,Epsilon_Group,2022-04-22,2022-04-26,MRO,Delivered,1459,84.79,82.72,47.0,Yes,4.0,2.441325628022181,0.03221384509938314,120688.48
PO-00273,Delta_Logistics,2022-09-12,,Office Supplies,Delivered,1460,34.54,31.87,208.0,No,,7.730167921250719,0.14246575342465753,46530.200000000004
PO-00274,Beta_Supplies,2022-07-16,2022-07-28,Packaging,Partially Delivered,1186,26.14,24.78,112.0,Yes,12.0,5.202754399387909,0.09443507588532883,29389.08
PO-00275,Epsilon_Group,2022-07-14,2022-07-23,MRO,Pending,1686,72.28,65.21,53.0,Yes,9.0,9.781405644715008,0.03143534994068802,109944.05999999998
PO-00276,Alpha_Inc,2023-07-04,2023-07-08,MRO,Delivered,1698,102.07,100.69,28.0,Yes,4.0,1.3520133241892776,0.016489988221436984,170971.62
PO-00277,Epsilon_Group,2023-04-05,,Electronics,Delivered,1001,64.62,55.7,32.0,Yes,,13.803775920767567,0.03196803196803197,55755.700000000004
PO-00278,Alpha_Inc,2022-05-24,2022-05-27,Office Supplies,Delivered,1154,62.67,54.11,25.0,Yes,3.0,13.658847933620555,0.021663778162911613,62442.94
PO-00279,Alpha_Inc,2023-03-09,2023-03-29,Packaging,Cancelled,748,37.66,32.71,0.0,No,20.0,13.143919277748264,0.0,24467.08
PO-00280,Alpha_Inc,2022-07-07,,Office Supplies,Delivered,162,81.63,78.76,2.0,Yes,,3.5158642655886196,0.012345679012345678,12759.12
PO-00281,Alpha_Inc,2022-10-13,2022-10-24,Packaging,Delivered,51,28.04,24.13,0.0,Yes,11.0,13.944365192582026,0.0,1230.6299999999999
PO-00282,Delta_Logistics,2023-04-19,2023-04-24,Office Supplies,Delivered,691,42.07,39.1,106.0,Yes,5.0,7.059662467316374,0.15340086830680175,27018.100000000002
PO-00283,Beta_Supplies,2022-09-13,2022-09-20,Office Supplies,Delivered,269,50.22,45.75,32.0,No,7.0,8.900836320191157,0.11895910780669144,12306.75
PO-00284,Beta_Supplies,2022-03-19,2022-04-06,Electronics,Pending,1639,56.24,55.4,147.0,Yes,18.0,1.4935988620199208,0.0896888346552776,90800.59999999999
PO-00285,Alpha_Inc,2023-03-30,2023-04-06,Raw Materials,Delivered,904,34.04,30.06,26.0,Yes,7.0,11.692126909518215,0.028761061946902654,27174.239999999998
PO-00286,Beta_Supplies,2023-07-18,2023-07-26,Office Supplies,Delivered,1809,22.17,19.65,0.0,Yes,8.0,11.366711772665777,0.0,35546.85
PO-00287,Alpha_Inc,2022-04-11,2022-04-16,Packaging,Delivered,1298,65.93,58.95,0.0,Yes,5.0,10.586986197482183,0.0,76517.1
PO-00288,Beta_Supplies,2022-02-21,2022-03-13,Packaging,Delivered,434,36.16,34.79,41.0,Yes,20.0,3.7887168141592853,0.0944700460829493,15098.859999999999
PO-00289,Epsilon_Group,2023-10-30,2023-11-04,Electronics,Delivered,1476,68.85,65.28,43.0,Yes,5.0,5.185185185185176,0.029132791327913278,96353.28
PO-00290,Delta_Logistics,2023-07-08,,Raw Materials,Partially Delivered,1711,26.04,24.81,290.0,Yes,,4.723502304147467,0.1694915254237288,42449.909999999996
PO-00291,Gamma_Co,2022-01-16,2022-01-22,Packaging,Delivered,1203,53.3,47.68,49.0,Yes,6.0,10.544090056285174,0.040731504571903575,57359.04
PO-00292,Alpha_Inc,2022-04-06,2022-04-07,Electronics,Delivered,1126,58.8,52.22,0.0,Yes,1.0,11.190476190476188,0.0,58799.72
PO-00293,Epsilon_Group,2022-08-31,2022-09-12,Packaging,Delivered,1757,15.18,13.06,63.0,Yes,12.0,13.965744400527006,0.035856573705179286,22946.420000000002
PO-00294,Epsilon_Group,2022-06-20,2022-06-28,MRO,Delivered,779,41.3,36.28,20.0,Yes,8.0,12.1549636803874,0.025673940949935817,28262.120000000003
PO-00295,Delta_Logistics,2023-02-21,2023-02-22,Office Supplies,Delivered,1745,23.53,22.57,282.0,No,1.0,4.07989800254994,0.16160458452722062,39384.65
PO-00296,Delta_Logistics,2023-05-13,2023-05-15,Raw Materials,Delivered,1783,16.96,15.8,295.0,Yes,2.0,6.839622641509433,0.16545148625911385,28171.4
PO-00297,Alpha_Inc,2023-05-08,2023-05-22,Office Supplies,Partially Delivered,1489,107.02,93.3,0.0,Yes,14.0,12.820033638572228,0.0,138923.69999999998
PO-00298,Alpha_Inc,2022-08-07,2022-08-10,Office Supplies,Delivered,296,40.38,35.25,0.0,Yes,3.0,12.704309063893021,0.0,10434.0
PO-00299,Epsilon_Group,2023-02-15,2023-02-27,MRO,Delivered,885,88.28,80.8,31.0,Yes,12.0,8.473040326234713,0.03502824858757062,71508.0
PO-00300,Epsilon_Group,2022-03-02,2022-03-06,Raw Materials,Pending,1512,33.25,30.15,53.0,Yes,4.0,9.323308270676696,0.03505291005291005,45586.799999999996
PO-00301,Delta_Logistics,2022-06-18,2022-06-26,Office Supplies,Delivered,252,73.12,67.64,0.0,No,8.0,7.494529540481405,0.0,17045.28
PO-00302,Alpha_Inc,2023-01-24,,Electronics,Cancelled,1257,83.13,81.89,30.0,Yes,,1.4916396006255201,0.02386634844868735,102935.73
PO-00303,Alpha_Inc,2022-01-03,2022-01-20,Packaging,Delivered,172,63.61,55.92,4.0,Yes,17.0,12.089294136142112,0.023255813953488372,9618.24
PO-00304,Epsilon_Group,2023-02-04,2023-02-05,Packaging,Pending,450,55.85,49.88,9.0,Yes,1.0,10.689346463742163,0.02,22446.0
PO-00305,Gamma_Co,2022-09-29,2022-10-15,Electronics,Delivered,816,48.95,43.42,45.0,Yes,16.0,11.297242083758938,0.05514705882352941,35430.72
PO-00306,Epsilon_Group,2023-04-11,2023-04-25,Packaging,Delivered,343,44.5,38.57,7.0,Yes,14.0,13.325842696629211,0.02040816326530612,13229.51
PO-00307,Gamma_Co,2022-10-20,2022-11-05,MRO,Delivered,329,97.87,85.35,21.0,No,16.0,12.792479820169621,0.06382978723404255,28080.149999999998
PO-00308,Alpha_Inc,2023-03-10,2023-03-25,Electronics,Delivered,1910,90.69,85.8,0.0,Yes,15.0,5.39199470724446,0.0,163878.0
PO-00309,Epsilon_Group,2023-12-15,2023-12-18,MRO,Delivered,933,107.99,104.29,29.0,Yes,3.0,3.4262431706639402,0.031082529474812434,97302.57
PO-00310,Delta_Logistics,2023-07-24,2023-07-29,Raw Materials,Delivered,1683,23.09,21.88,253.0,Yes,5.0,5.240363793850155,0.1503267973856209,36824.04
PO-00311,Beta_Supplies,2023-11-09,2023-11-18,Packaging,Pending,247,84.11,71.97,0.0,Yes,9.0,14.43347996671026,0.0,17776.59
PO-00312,Alpha_Inc,2023-05-14,2023-06-02,MRO,Delivered,1031,102.01,98.65,0.0,Yes,19.0,3.2937947260072535,0.0,101708.15000000001
PO-00313,Alpha_Inc,2022-06-08,2022-06-19,Packaging,Delivered,1980,26.97,24.16,41.0,Yes,11.0,10.418984056358912,0.02070707070707071,47836.8
PO-00314,Epsilon_Group,2022-07-14,2022-08-03,Raw Materials,Delivered,1584,16.46,14.2,57.0,Yes,20.0,13.73025516403403,0.03598484848484849,22492.8
PO-00315,Beta_Supplies,2022-10-31,2022-11-15,Office Supplies,Delivered,801,80.15,70.91,0.0,Yes,15.0,11.528384279475993,0.0,56798.909999999996
PO-00316,Beta_Supplies,2022-08-11,2022-08-25,Packaging,Delivered,193,63.86,57.46,0.0,Yes,14.0,10.02192295646727,0.0,11089.78
PO-00317,Beta_Supplies,2022-03-01,2022-03-05,Raw Materials,Delivered,658,86.62,79.85,72.0,Yes,4.0,7.815746940660367,0.1094224924012158,52541.299999999996
PO-00318,Epsilon_Group,2023-08-17,2023-09-04,Electronics,Delivered,1274,24.72,23.36,37.0,Yes,18.0,5.501618122977344,0.029042386185243328,29760.64
PO-00319,Epsilon_Group,2023-07-10,2023-07-17,Packaging,Partially Delivered,1197,88.92,78.82,31.0,Yes,7.0,11.358524516419264,0.025898078529657476,94347.54
PO-00320,Gamma_Co,2022-03-04,2022-03-12,Electronics,Delivered,236,28.43,28.11,11.0,Yes,8.0,1.1255715793176233,0.046610169491525424,6633.96
PO-00321,Gamma_Co,2022-11-18,2022-12-03,Raw Materials,Partially Delivered,1399,25.97,22.19,62.0,Yes,15.0,14.555256064690017,0.04431736954967834,31043.81
PO-00322,Gamma_Co,2022-02-28,2022-03-04,Electronics,Delivered,513,24.91,22.58,29.0,Yes,4.0,9.353673223604986,0.056530214424951264,11583.539999999999
PO-00323,Delta_Logistics,2022-02-21,2022-03-04,MRO,Delivered,1422,83.73,76.47,198.0,Yes,11.0,8.670727337871737,0.13924050632911392,108740.34
PO-00324,Alpha_Inc,2023-08-22,2023-09-03,Office Supplies,Delivered,1844,76.51,73.05,0.0,Yes,12.0,4.522284668670772,0.0,134704.19999999998
PO-00325,Gamma_Co,2023-05-04,,Electronics,Delivered,709,61.64,54.55,41.0,Yes,,11.502271252433491,0.05782792665726375,38675.95
PO-00326,Delta_Logistics,2023-05-30,2023-06-15,MRO,Delivered,813,45.68,41.78,0.0,No,16.0,8.537653239929945,0.0,33967.14
PO-00327,Delta_Logistics,2023-06-28,2023-07-01,Office Supplies,Delivered,1004,96.51,92.9,146.0,No,3.0,3.740545021241321,0.1454183266932271,93271.6
PO-00328,Epsilon_Group,2022-06-11,2022-06-15,Raw Materials,Delivered,452,46.45,40.39,9.0,Yes,4.0,13.046286329386442,0.01991150442477876,18256.28
PO-00329,Beta_Supplies,2022-02-28,2022-03-12,Raw Materials,Pending,1419,83.91,71.46,137.0,Yes,12.0,14.837325706113697,0.09654686398872446,101401.73999999999
PO-00330,Beta_Supplies,2023-06-05,2023-06-23,Packaging,Delivered,1584,53.73,51.92,167.0,No,18.0,3.368695328494314,0.10542929292929293,82241.28
PO-00331,Gamma_Co,2022-03-24,2022-04-11,MRO,Pending,196,44.36,43.81,6.0,Yes,18.0,1.239855725879164,0.030612244897959183,8586.76
PO-00332,Alpha_Inc,2022-07-10,2022-07-14,Office Supplies,Delivered,1221,53.19,46.18,29.0,Yes,4.0,13.179169016732464,0.02375102375102375,56385.78
PO-00333,Alpha_Inc,2022-03-12,2022-03-26,Packaging,Delivered,913,37.5,36.2,0.0,Yes,14.0,3.466666666666659,0.0,33050.600000000006
PO-00334,Alpha_Inc,2023-09-02,2023-09-04,Packaging,Delivered,1784,85.01,76.69,37.0,Yes,2.0,9.787083872485598,0.020739910313901346,136814.96
